tweet_id,favorites,retweets,rating_numerator,dog_prediction,dog_stages,name,date,year,time,source,expanded_urls,jpg_url,text
890006608113172480,26950,6112,13.0,Samoyed,,Koda,2017-07-26,2017,00:31:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek
889880896479866881,24486,4141,13.0,French Bulldog,,Bruno,2017-07-25,2017,16:11:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/889880896479866881/photo/1,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy
889665388333682689,41881,8303,13.0,Pembroke,puppo,,2017-07-25,2017,01:55:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/889665388333682689/photo/1,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10
889638837579907072,23581,3700,12.0,French Bulldog,,Ted,2017-07-25,2017,00:10:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist
889531135344209921,13313,1874,13.0,Golden Retriever,puppo,Stuart,2017-07-24,2017,17:02:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/889531135344209921/photo/1,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek
889278841981685760,22027,4419,13.0,Whippet,,Oliver,2017-07-24,2017,00:19:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/889278841981685760/video/1,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek
888917238123831296,25532,3742,12.0,Golden Retriever,,Jim,2017-07-23,2017,00:22:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/888917238123831296/photo/1,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both
888804989199671297,22392,3514,13.0,Golden Retriever,,Zeke,2017-07-22,2017,16:56:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best
888554962724278272,17253,2863,13.0,Siberian Husky,,Ralphus,2017-07-22,2017,00:23:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af
888078434458587136,19103,2885,12.0,French Bulldog,,Gerald,2017-07-20,2017,16:49:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway
887705289381826560,26532,4518,13.0,Basset,,Jeffrey,2017-07-19,2017,16:06:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887705289381826560/photo/1,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic
887517139158093824,40593,9811,14.0,,,Such,2017-07-19,2017,03:39:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887517139158093824/video/1,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy)
887473957103951883,59983,14952,13.0,Pembroke,,Canela,2017-07-19,2017,00:47:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her
887343217045368832,29492,8775,13.0,Mexican Hairless,,,2017-07-18,2017,16:08:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887343217045368832/video/1,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo)
887101392804085760,26896,4969,12.0,Samoyed,,,2017-07-18,2017,00:07:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887101392804085760/photo/1,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof
886983233522544640,30242,6287,13.0,Chihuahua,,Maya,2017-07-17,2017,16:17:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in
886736880519319552,10455,2616,13.0,Kuvasz,,Mingus,2017-07-16,2017,23:58:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help"
886680336477933568,19655,3720,13.0,,,Derek,2017-07-16,2017,20:14:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/886680336477933568/photo/1,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal
886366144734445568,18489,2613,12.0,French Bulldog,pupper,Roscoe,2017-07-15,2017,23:25:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe
886258384151887873,24445,5254,13.0,Pug,,Waffles,2017-07-15,2017,16:17:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/886258384151887873/photo/1,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles
885984800019947520,28497,5590,12.0,Blenheim Spaniel,,Jimbo,2017-07-14,2017,22:10:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/885984800019947520/photo/1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution
885528943205470208,31487,5306,13.0,Pug,,Maisey,2017-07-13,2017,15:58:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/885528943205470208/photo/1,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly
885167619883638784,19191,3652,13.0,Malamute,,,2017-07-12,2017,16:03:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10
884925521741709313,67023,14943,12.0,Italian Greyhound,,Earl,2017-07-12,2017,00:01:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884925521741709313/photo/1,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl"
884876753390489601,24301,4639,13.0,Chow,,Lola,2017-07-11,2017,20:47:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola
884562892145688576,21245,3896,13.0,Pug,,Kevin,2017-07-11,2017,00:00:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884562892145688576/photo/1,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,This is Kevin. He's just so happy. 13/10 what is your secret Kevin
884441805382717440,23780,4776,14.0,Pembroke,,,2017-07-10,2017,15:58:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884441805382717440/photo/1,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)"
884162670584377345,17890,2493,12.0,German Shepherd,doggo,Yogi,2017-07-09,2017,21:29:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884162670584377345/photo/1,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo
883838122936631299,19094,2850,12.0,Doberman,,Noah,2017-07-09,2017,00:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/883838122936631299/photo/1,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy
883482846933004288,40052,8222,13.5,Golden Retriever,,Bella,2017-07-08,2017,00:28:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10"
883360690899218434,19881,3061,13.0,Chow,floofer,Grizzwald,2017-07-07,2017,16:22:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/883360690899218434/photo/1,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck
883117836046086144,32389,5512,13.0,Golden Retriever,,,2017-07-07,2017,00:17:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat"
882992080364220416,20919,3229,13.0,Eskimo Dog,,Rusty,2017-07-06,2017,15:58:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy
882762694511734784,24699,4077,12.0,Labrador Retriever,pupper,Gus,2017-07-06,2017,00:46:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/882762694511734784/photo/1,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl
882627270321602560,24530,5042,13.0,Pembroke,,Stanley,2017-07-05,2017,15:48:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/882627270321602560/photo/1,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi)
882268110199369728,39047,9584,13.0,Golden Retriever,,Alfy,2017-07-04,2017,16:01:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸
882045870035918850,25629,4066,13.0,Golden Retriever,,Koko,2017-07-04,2017,01:18:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko"
881906580714921986,21378,2839,12.0,Weimaraner,,Rey,2017-07-03,2017,16:04:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881906580714921986/photo/1,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable
881666595344535552,44397,8912,13.0,Saluki,,Gary,2017-07-03,2017,00:11:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881666595344535552/photo/1,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely
881536004380872706,43292,13351,14.0,Samoyed,pupper,A,2017-07-02,2017,15:32:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881536004380872706/video/1,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)"
881268444196462592,20432,4482,12.0,,,Elliot,2017-07-01,2017,21:49:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881268444196462592/photo/1,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet
880935762899988482,14997,2325,13.0,,,Louis,2017-06-30,2017,23:47:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/880935762899988482/photo/1,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking
880872448815771648,18656,3191,12.0,Pembroke,,,2017-06-30,2017,19:35:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/880872448815771648/photo/1,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10
880465832366813184,24933,5193,12.0,Golden Retriever,,Bella,2017-06-29,2017,16:39:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop
880221127280381952,23581,3448,12.0,Chihuahua,,Jesse,2017-06-29,2017,00:27:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well
879862464715927552,19639,2913,13.0,Basset,,Romeo,2017-06-28,2017,00:42:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10
879492040517615616,20648,2619,12.0,German Short-Haired Pointer,,Bailey,2017-06-27,2017,00:10:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879492040517615616/photo/1,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10
879415818425184262,92513,37268,13.0,English Springer,,Duddles,2017-06-26,2017,19:07:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879415818425184262/video/1,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici)
879376492567855104,14809,2634,12.0,Labrador Retriever,,Jack,2017-06-26,2017,16:31:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879376492567855104/photo/1,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by
879050749262655488,19747,3936,11.0,,,Steven,2017-06-25,2017,18:56:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879050749262655488/photo/1,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet
879008229531029506,16724,2230,13.0,Vizsla,,Beau,2017-06-25,2017,16:07:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879008229531029506/photo/1,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs
878776093423087618,17084,3419,13.0,Italian Greyhound,puppo,Snoopy,2017-06-25,2017,00:45:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth
878281511006478336,6757,1070,13.0,Basset,,Shadow,2017-06-23,2017,16:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below"
878057613040115712,37021,5712,14.0,French Bulldog,,Emmy,2017-06-23,2017,01:10:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved
